afterHoursDistance,afterHoursDrivingDuration,afterHoursEnd,afterHoursStart,afterHoursStopDuration,averageSpeed,distance,drivingDuration,idlingDuration,isSeatBeltOff,maximumSpeed,nextTripStart,speedRange1,speedRange1Duration,speedRange2,speedRange2Duration,speedRange3,speedRange3Duration,start,stop,stopDuration,workDistance,workDrivingDuration,workStopDuration,id,engineHours,vehicle_id,trip_id
3.058475,510,true,true,2121,21.549643,3.058475,510,1057,false,57,2019-11-16 02:21:46.063000+00:00,0,0,0,0,0,0,2019-11-16 01:37:54.063000+00:00,2019-11-16 01:46:25+00:00,2121,0,0,0,b902E517,null,822b,e09512b7
3.5287573,200,true,true,704,63.51763,3.5287573,200,704,false,118,2019-11-16 01:58:55+00:00,0,0,0,0,0,0,2019-11-16 01:43:51+00:00,2019-11-16 01:47:11+00:00,704,0,0,0,b902E1E7,null,bb41,1972eb0e
69.86762,3196,true,true,7949,78.676384,69.86762,3196,252,false,107,2019-11-19 14:04:34+00:00,0,0,0,0,0,0,2019-11-16 00:54:14.063000+00:00,2019-11-16 01:47:31+00:00,11823,0,0,54274,b91B7987,null,27b5,1b9789b7
26.997343,1887,true,true,491,51.479702,26.997343,1887,491,false,109,2019-11-16 01:56:14+00:00,0,0,0,0,0,0,2019-11-16 01:16:35.063000+00:00,2019-11-16 01:48:03+00:00,491,0,0,0,b9163A1E,null,0b60,391e6ab1
14.880301,1603,true,true,3979,33.41802,14.880301,1603,0,false,114,2019-11-16 02:55:16.063000+00:00,0,0,0,0,0,0,2019-11-16 01:22:14.063000+00:00,2019-11-16 01:48:57.063000+00:00,3979,0,0,0,b9464EBE,null,b6bb,49eb46be
5.468054,688,true,true,10262,28.578138,5.468054,688,2,false,65,2019-11-16 04:40:26.063000+00:00,0,0,0,0,0,0,2019-11-16 01:37:55.187000+00:00,2019-11-16 01:49:24+00:00,10262,0,0,0,b91169E9,null,20fb,96e1199b
8.985443,1456,true,true,63,22.216755,8.985443,1456,16,false,72,2019-11-16 01:50:48.063000+00:00,0,0,0,0,0,0,2019-11-16 01:25:29+00:00,2019-11-16 01:49:45+00:00,63,0,0,0,b91C457C,null,8b2e,57c1c9b4
5.691794,819,true,true,1215,25.018875,5.691794,819,14,false,63,2019-11-16 02:10:00.062000+00:00,0,0,0,0,0,0,2019-11-16 01:36:06+00:00,2019-11-16 01:49:45+00:00,1215,0,0,0,b9460FEA,null,313b,90baf4e6
2.0819354,303,true,true,38957,24.659609,2.0819354,303,3020,false,52,2019-11-16 12:39:11+00:00,0,0,0,0,0,0,2019-11-16 01:44:50.063000+00:00,2019-11-16 01:49:54+00:00,38957,0,0,0,b9418EE2,null,b476,2b418ee9
0.012761454,8,true,true,298,5.1405654,0.012761454,8,15,false,3,2019-11-16 01:55:55.127000+00:00,0,0,0,0,0,0,2019-11-16 01:50:48.063000+00:00,2019-11-16 01:50:57+00:00,298,0,0,0,b91C457D,null,82be,57d419bc
6.1643434,547,true,true,5952,40.569717,6.1643434,547,0,false,83,2019-11-17 23:31:03.063000+00:00,0,0,0,0,0,0,2019-11-16 01:42:44.063000+00:00,2019-11-16 01:51:51.063000+00:00,5952,0,0,0,b957B6AD,null,69fb1,db9b765a
74.15402,3386,true,true,10680,78.84066,74.15402,3386,5,false,122,2019-11-18 10:50:17.063000+00:00,5,166,0,0,0,0,2019-11-16 00:55:51+00:00,2019-11-16 01:52:17+00:00,10680,0,0,0,b9163750,null,dbe5,79061b53
0.050713267,188,true,true,585,0.9711051,0.050713267,188,585,false,24,2019-11-16 02:02:26+00:00,0,0,0,0,0,0,2019-11-16 01:49:33+00:00,2019-11-16 01:52:41+00:00,585,0,0,0,b902E24C,null,87b41,0e2b429c
52.631477,2166,true,true,37683,87.47614,52.631477,2166,2260,false,120,2019-11-16 12:20:45+00:00,7,405,0,0,0,0,2019-11-16 01:16:36+00:00,2019-11-16 01:52:42+00:00,37683,0,0,0,b94785FA,null,d3bc,8fb49a75
0.64387316,86,true,true,56366,26.681055,0.64387316,86,0,false,53,2019-11-16 17:32:21.063000+00:00,0,0,0,0,0,0,2019-11-16 01:51:28.187000+00:00,2019-11-16 01:52:55.063000+00:00,56366,0,0,0,b91983CF,null,b776,81cb9f93
0.31463718,315,true,true,1201,3.5958536,0.31463718,315,34,false,26,2019-11-16 02:13:52.062000+00:00,0,0,0,0,0,0,2019-11-16 01:48:36+00:00,2019-11-16 01:53:51+00:00,1201,0,0,0,b91BD184,null,bddb,4119b8bd
0.020257207,89,true,true,469,0.8114333,0.020257207,89,13,false,2,2019-11-16 02:05:14.063000+00:00,0,0,0,0,0,0,2019-11-16 01:55:55.127000+00:00,2019-11-16 01:57:25+00:00,469,0,0,0,b91C457E,null,8b2e,9571ec4b
139.31166,6103,true,true,163,82.17464,139.31166,6103,0,false,131,2019-11-16 02:01:31.063000+00:00,12,2268,4,33,0,0,2019-11-16 00:17:04.063000+00:00,2019-11-16 01:58:47.187000+00:00,163,0,0,0,b17E690C4,1483203.1000000006,71fb,1eb09c746
14.100197,1158,true,true,35303,43.79937,14.100197,1158,26,false,77,2019-11-16 11:48:39.063000+00:00,0,0,0,0,0,0,2019-11-16 01:40:57.063000+00:00,2019-11-16 02:00:16+00:00,35303,0,0,0,b91B0036,null,1305b,b016b930
3.0397735,258,true,true,390,42.415443,3.0397735,258,390,false,90,2019-11-16 02:07:02+00:00,0,0,0,0,0,0,2019-11-16 01:56:14+00:00,2019-11-16 02:00:32+00:00,390,0,0,0,b9163A1F,null,0b06,af11639b
85.12433,4186,true,true,395,73.19135,85.12433,4186,395,false,116,2019-11-16 02:08:23+00:00,1,33,0,0,0,0,2019-11-16 00:52:01.063000+00:00,2019-11-16 02:01:48+00:00,395,0,0,0,b9201202,null,61b47,229b0210
24.578014,2931,true,true,978,30.178951,24.578014,2931,8,false,79,2019-11-16 02:18:22.127000+00:00,0,0,0,0,0,0,2019-11-16 01:13:12.127000+00:00,2019-11-16 02:02:04+00:00,978,0,0,0,b9290A90,null,37b,99900ab2
12.162927,1463,true,true,10669,29.92799,12.162927,1463,0,false,81,2019-11-18 12:18:56.063000+00:00,0,0,0,0,0,0,2019-11-16 01:37:47+00:00,2019-11-16 02:02:10.063000+00:00,8206,0,0,4736,b91B5723,null,4efb,bb275913
7.4852724,808,true,true,334,33.350224,7.4852724,808,257,false,79,2019-11-16 02:09:21+00:00,0,0,0,0,0,0,2019-11-16 01:50:19+00:00,2019-11-16 02:03:47+00:00,334,0,0,0,b91C515F,null,b3dd,bc55f191
3.2466419,492,true,true,264,23.71076,3.2466419,492,264,false,50,2019-11-16 02:08:38+00:00,0,0,0,0,0,0,2019-11-16 01:56:01.063000+00:00,2019-11-16 02:04:14+00:00,264,0,0,0,b928FB7F,null,63b,bf8b2f79
0.015948305,9,true,true,5987,5.77779,0.015948305,9,44,false,3,2019-11-17 19:44:19.063000+00:00,0,0,0,0,0,0,2019-11-16 02:04:22.063000+00:00,2019-11-16 02:04:32+00:00,5987,0,0,0,b95C041E,null,4db,459c0eb1
3.4044201,952,true,true,333,12.8738575,3.4044201,952,333,false,52,2019-11-16 02:10:28+00:00,0,0,0,0,0,0,2019-11-16 01:49:03+00:00,2019-11-16 02:04:55+00:00,333,0,0,0,b902E36D,null,d114b,9b26d03e
7.2163515,829,true,true,269,31.302214,7.2163515,829,269,false,77,2019-11-16 02:10:20+00:00,0,0,0,0,0,0,2019-11-16 01:52:01.063000+00:00,2019-11-16 02:05:51+00:00,269,0,0,0,b902E36F,null,2b97,93e6fb20
12.924832,1396,true,true,1004,33.30968,12.924832,1396,1004,false,92,2019-11-16 02:22:37+00:00,0,0,0,0,0,0,2019-11-16 01:42:36.127000+00:00,2019-11-16 02:05:53+00:00,1004,0,0,0,b902E536,null,bbc3,059b36e2
8.2023535,1192,true,true,4279,24.75275,8.2023535,1192,64,false,63,2019-11-16 03:17:56.063000+00:00,0,0,0,0,0,0,2019-11-16 01:46:44.063000+00:00,2019-11-16 02:06:37+00:00,4279,0,0,0,b902EC8D,null,044b,20c98ebd
0.011805968,337,true,true,234,0.12576748,0.011805968,337,234,false,2,2019-11-16 02:11:24+00:00,0,0,0,0,0,0,2019-11-16 02:01:52.063000+00:00,2019-11-16 02:07:30+00:00,234,0,0,0,b94670ED,null,5b1b2,07e4d69b
5.0922675,373,true,true,10335,49.02474,5.0922675,373,12,false,88,2019-11-18 13:08:53.063000+00:00,0,0,0,0,0,0,2019-11-16 02:01:31.063000+00:00,2019-11-16 02:07:45+00:00,7268,0,0,7733,b17E690C5,1483589.1640000006,71fb,1cb90e765
21.121286,1377,true,true,113,55.219048,21.121286,1377,0,false,116,2019-11-16 02:10:16.063000+00:00,0,0,0,0,0,0,2019-11-16 01:45:26.063000+00:00,2019-11-16 02:08:23.063000+00:00,113,0,0,0,b91C1B2D,null,35bd,19dcbb12
12.260807,2173,true,true,206,20.303673,12.260807,2173,4,false,74,2019-11-16 02:11:51.063000+00:00,0,0,0,0,0,0,2019-11-16 01:32:11.063000+00:00,2019-11-16 02:08:25+00:00,206,0,0,0,b930EA8A,null,4b74,89ea0b3a
7.189692,680,true,true,764,38.063076,7.189692,680,764,false,88,2019-11-16 02:22:59+00:00,0,0,0,0,0,0,2019-11-16 01:58:55+00:00,2019-11-16 02:10:15+00:00,764,0,0,0,b902E546,null,1b4b,645290be
0.0044691316,12,true,true,10171,1.3336267,0.0044691316,12,0,false,0,2019-11-18 18:39:24.063000+00:00,0,0,0,0,0,0,2019-11-16 02:10:16.063000+00:00,2019-11-16 02:10:28.127000+00:00,8935,0,0,27564,b91C1B2E,null,5d3b,29bc1b1e
93.62446,4042,true,true,10157,83.36713,93.62446,4042,17,false,107,2019-11-18 17:16:05.063000+00:00,0,0,0,0,0,0,2019-11-16 01:03:20.063000+00:00,2019-11-16 02:10:43+00:00,7522,0,0,22565,b91A5703,null,17cbf,30b719a5
0.32038116,131,true,true,48131,8.79584,0.32038116,131,0,false,22,2019-11-16 15:33:01.062000+00:00,0,0,0,0,0,0,2019-11-16 02:08:38+00:00,2019-11-16 02:10:49.127000+00:00,48131,0,0,0,b928FB80,null,6b3,098bf28b
196.30243,7878,true,true,67274,89.70408,196.30243,7878,23,false,100,2019-11-16 20:52:11.063000+00:00,0,0,0,0,0,0,2019-11-15 23:59:39+00:00,2019-11-16 02:10:57+00:00,67274,0,0,0,b9034706,null,6f2b,60b37094
12.633865,828,true,true,10142,54.86776,12.633865,828,13,false,109,2019-11-18 15:43:55.063000+00:00,0,0,0,0,0,0,2019-11-16 01:57:09.063000+00:00,2019-11-16 02:10:58+00:00,9177,0,0,17035,b931A659,null,ab7f,959136ab
0.11857107,52,true,true,551,8.208767,0.11857107,52,551,false,11,2019-11-16 02:20:31+00:00,0,0,0,0,0,0,2019-11-16 02:10:28+00:00,2019-11-16 02:11:20+00:00,551,0,0,0,b902E519,null,4bd11,159e0b92
10.324489,1326,true,true,68651,28.010492,10.324489,1326,74,false,76,2019-11-16 21:15:53.063000+00:00,0,0,0,0,0,0,2019-11-16 01:49:35.063000+00:00,2019-11-16 02:11:42+00:00,68651,0,0,0,b91B8C6A,null,b4c4,c9bb61a8
0.10242655,142,true,true,848,2.5967295,0.10242655,142,848,false,15,2019-11-16 02:25:51+00:00,0,0,0,0,0,0,2019-11-16 02:09:21+00:00,2019-11-16 02:11:43+00:00,848,0,0,0,b91C5160,null,3dbd,b05c9116
0.075853705,109,true,true,17271,2.50526,0.075853705,109,517,false,17,2019-11-22 16:41:34.063000+00:00,0,0,0,0,0,0,2019-11-16 02:10:20+00:00,2019-11-16 02:12:09+00:00,23365,0,0,9694,b9179BDD,null,2b97,9db9bd17
0.051054835,40,true,true,358,4.4897623,0.051054835,40,358,false,12,2019-11-16 02:18:30+00:00,0,0,0,0,0,0,2019-11-16 02:11:51.063000+00:00,2019-11-16 02:12:32+00:00,358,0,0,0,b930EA8B,null,7b44,ab093e8b
2.0398304,391,true,true,1,18.777973,2.0398304,391,0,false,59,2019-11-16 02:16:10+00:00,0,0,0,0,0,0,2019-11-16 02:09:37.063000+00:00,2019-11-16 02:16:08.127000+00:00,1,0,0,0,b9416AA7,null,bb15,6ba7a491
70.82973,4898,true,true,737,52.059414,70.82973,4898,737,false,116,2019-11-16 02:28:26+00:00,0,0,0,0,0,0,2019-11-16 00:54:31+00:00,2019-11-16 02:16:09+00:00,737,0,0,0,b946A0C4,null,c6bc,c44a90b6
18.520834,1066,true,true,214,62.546906,18.520834,1066,8,false,120,2019-11-16 02:20:06.063000+00:00,2,78,0,0,0,0,2019-11-16 01:58:46+00:00,2019-11-16 02:16:32+00:00,214,0,0,0,b91AD29E,null,db75,9eb9a1d2
7.0235057,692,true,true,1533,36.48906,7.0235057,692,1533,false,87,2019-11-16 02:42:20+00:00,0,0,0,0,0,0,2019-11-16 02:05:14.063000+00:00,2019-11-16 02:16:47+00:00,1533,0,0,0,b91C457F,null,b8e2,f5719cb4
0.39832225,367,true,true,621,3.9072483,0.39832225,367,621,false,31,2019-11-16 02:27:17+00:00,0,0,0,0,0,0,2019-11-16 02:10:49+00:00,2019-11-16 02:16:56+00:00,621,0,0,0,b91C4BF4,null,dd5b,494cb1fb
0.0122245345,53,true,true,207,0.83034575,0.0122245345,53,0,false,1,2019-11-16 02:20:30.063000+00:00,0,0,0,0,0,0,2019-11-16 02:16:10+00:00,2019-11-16 02:17:03+00:00,207,0,0,0,b9416AA8,null,b1b5,a496b18a
5.8372736,602,true,true,197,34.853035,5.8372736,602,197,false,68,2019-11-16 02:23:20+00:00,0,0,0,0,0,0,2019-11-16 02:10:00.063000+00:00,2019-11-16 02:20:03+00:00,197,0,0,0,b9460FEB,null,313b,6e9bfb40
2.9214063,400,true,true,34152,26.292656,2.9214063,400,3,false,112,2019-11-16 11:49:40.063000+00:00,0,0,0,0,0,0,2019-11-16 02:13:48+00:00,2019-11-16 02:20:28+00:00,34152,0,0,0,b90301D2,null,b8e2,012d9b30
0.9245792,149,true,true,25,22.338827,0.9245792,149,12,false,48,2019-11-16 02:21:24.063000+00:00,0,0,0,0,0,0,2019-11-16 02:18:30+00:00,2019-11-16 02:20:59+00:00,25,0,0,0,b930EA8C,null,44b7,a803ce9b
0.029426511,80,true,true,435,1.3088629,0.029426511,80,1,false,5,2019-11-16 02:30:00.063000+00:00,0,0,0,0,0,0,2019-11-16 02:21:24.063000+00:00,2019-11-16 02:22:45+00:00,435,0,0,0,b930EA8D,null,447b,a80eb3d9
127.05756,6884,true,true,916,66.436554,127.05756,6884,916,false,127,2019-11-16 02:38:03+00:00,4,158,0,0,0,0,2019-11-16 00:28:02.127000+00:00,2019-11-16 02:22:47+00:00,916,0,0,0,b9464AA5,null,5b53,5446a9ab
6.2823105,1068,true,true,893,21.157764,6.2823105,1068,893,false,81,2019-11-16 02:38:42+00:00,0,0,0,0,0,0,2019-11-16 02:06:00.063000+00:00,2019-11-16 02:23:49+00:00,893,0,0,0,b91ACB83,null,db78,91b3abc8
17.761133,1301,true,true,23769,49.144493,17.761133,1301,0,false,96,2019-11-25 13:08:58.063000+00:00,0,0,0,0,0,0,2019-11-16 02:02:09+00:00,2019-11-16 02:23:50.063000+00:00,35108,0,0,7738,b9470ABB,null,246b,b9a04b7b
0.076603115,219,true,true,573,1.2592293,0.076603115,219,573,false,7,2019-11-16 02:33:43+00:00,0,0,0,0,0,0,2019-11-16 02:20:31+00:00,2019-11-16 02:24:10+00:00,573,0,0,0,b902E735,null,114bd,b35e7209
20.717434,1234,true,true,1213,60.436752,20.717434,1234,129,false,101,2019-11-16 02:44:31.999000+00:00,0,0,0,0,0,0,2019-11-16 02:03:44+00:00,2019-11-16 02:24:18.063000+00:00,1213,0,0,0,b919C259,null,15b3f,99b1952c
3.4529126,634,true,true,2388,19.577509,3.4529126,634,908,false,53,2019-11-16 03:04:15+00:00,0,0,0,0,0,0,2019-11-16 02:13:52.063000+00:00,2019-11-16 02:24:27+00:00,2388,0,0,0,b91BD185,null,bbdd,db8951b1
0.031148208,74,true,true,5349,1.5153183,0.031148208,74,5349,false,9,2019-11-16 03:54:30+00:00,0,0,0,0,0,0,2019-11-16 02:24:07+00:00,2019-11-16 02:25:21+00:00,5349,0,0,0,b902EFBB,null,7ebb,2f0ebbb9
122.72439,4553,true,true,207,97.01667,122.72439,4553,1,false,133,2019-11-16 02:29:32.126000+00:00,12,1895,7,145,0,0,2019-11-16 01:10:11.063000+00:00,2019-11-16 02:26:05+00:00,207,0,0,0,b95D970A,null,0b76,bda95790
2.944268,217,true,true,2176,48.842747,2.944268,217,2177,false,131,2019-11-16 03:02:30.999000+00:00,0,0,1,2,0,0,2019-11-16 02:22:37+00:00,2019-11-16 02:26:14.010000+00:00,2176,0,0,0,b902EB2D,null,3bcb,eb90b22d
1.7345542,407,true,true,118,15.307254,1.7345542,407,6,false,39,2019-11-16 02:28:52.063000+00:00,0,0,0,0,0,0,2019-11-16 02:20:06.063000+00:00,2019-11-16 02:26:54+00:00,118,0,0,0,b91AD29F,null,7b5d,9fadb912
51.3168,2190,true,true,9161,84.356384,51.3168,2190,0,false,127,2019-11-19 15:35:07.063000+00:00,7,661,0,0,0,0,2019-11-16 01:50:48.063000+00:00,2019-11-16 02:27:18.063000+00:00,11269,0,0,59707,b95CDCD0,null,6bdd,dc5cbd09
2.9603584,339,true,true,67702,31.35078,2.9603584,339,9,false,65,2019-11-16 21:15:48.063000+00:00,0,0,0,0,0,0,2019-11-16 02:21:46.063000+00:00,2019-11-16 02:27:26+00:00,67702,0,0,0,b903495F,null,2b28,f05439b9
4.780263,561,true,true,258,30.627823,4.780263,561,14,false,66,2019-11-16 02:32:02.127000+00:00,0,0,0,0,0,0,2019-11-16 02:18:22.127000+00:00,2019-11-16 02:27:44+00:00,258,0,0,0,b9290A91,null,37b,091992ba
0.024583334,59,true,true,4958,1.5,0.024583334,59,4958,false,3,2019-11-16 03:50:54+00:00,0,0,0,0,0,0,2019-11-16 02:27:17+00:00,2019-11-16 02:28:16+00:00,4958,0,0,0,b91C4BF5,null,d5db,14bfc95b
3.3094492,364,true,true,197,32.64678,3.3094492,364,5,false,55,2019-11-16 02:33:03.063000+00:00,0,0,0,0,0,0,2019-11-16 02:23:41.063000+00:00,2019-11-16 02:29:46+00:00,197,0,0,0,b902E6E8,null,0b62,02b8e96e
94.44092,3437,true,true,569,98.89282,94.44092,3437,23,false,125,2019-11-16 02:39:30.063000+00:00,16,930,0,0,0,0,2019-11-16 01:32:43.063000+00:00,2019-11-16 02:30:01+00:00,569,0,0,0,b902E7CC,null,1bfb,7bc290ec
0.40625992,103,true,true,913,14.071367,0.40625992,103,913,false,41,2019-11-16 02:46:57+00:00,0,0,0,0,0,0,2019-11-16 02:30:00.063000+00:00,2019-11-16 02:31:44+00:00,913,0,0,0,b930EA8E,null,b474,e8be3a90
7.091726,729,true,true,501,34.975914,7.091726,729,501,false,79,2019-11-16 02:41:01+00:00,0,0,0,0,0,0,2019-11-16 02:20:30.063000+00:00,2019-11-16 02:32:40+00:00,501,0,0,0,b911459F,null,bc39,15bf1994
0.95044774,256,true,true,326,13.316929,0.95044774,256,17,false,35,2019-11-16 02:38:35.063000+00:00,0,0,0,0,0,0,2019-11-16 02:28:52.063000+00:00,2019-11-16 02:33:09+00:00,326,0,0,0,b91AD2A0,null,b75d,0ad1a2b9
64.433365,3028,true,true,2466,76.58136,64.433365,3028,6,false,114,2019-11-16 03:14:24+00:00,0,0,0,0,0,0,2019-11-16 01:42:49.063000+00:00,2019-11-16 02:33:18+00:00,2466,0,0,0,b95C3054,null,c4b,055c493b
26.700857,1391,true,true,10798,69.103584,26.700857,1391,0,false,146,2019-11-16 05:33:38.063000+00:00,2,61,3,148,1,5,2019-11-16 02:10:29.063000+00:00,2019-11-16 02:33:40.063000+00:00,10798,0,0,0,b915EFB1,null,4130b,b1f95e1b
22.634295,1576,true,true,1005,51.67198,22.634295,1576,20,false,112,2019-11-16 02:50:47.063000+00:00,0,0,0,0,0,0,2019-11-16 02:07:45.063000+00:00,2019-11-16 02:34:02+00:00,1005,0,0,0,b902E972,null,6fb3,eb927209
0.4054334,131,true,true,3134,11.067923,0.4054334,131,3,false,41,2019-11-16 03:26:28.062000+00:00,0,0,0,0,0,0,2019-11-16 02:32:02.127000+00:00,2019-11-16 02:34:14+00:00,3134,0,0,0,b9290A92,null,3b7,29ba2990
5.724303,707,true,true,6042,29.147793,5.724303,707,12,false,72,2019-11-18 02:15:49.063000+00:00,0,0,0,0,0,0,2019-11-16 02:23:20+00:00,2019-11-16 02:35:07+00:00,6042,0,0,0,b9460FEC,null,313b,c46eb0f9
3.5064855,335,true,true,8692,37.583694,3.5064855,335,46,false,103,2019-11-18 11:30:46.063000+00:00,0,0,0,0,0,0,2019-11-16 02:29:32.127000+00:00,2019-11-16 02:35:08+00:00,10538,0,0,1846,b95D970B,null,0b76,57d09b9b
0.13474792,106,true,true,245,4.5763445,0.13474792,106,245,false,16,2019-11-16 02:41:22+00:00,0,0,0,0,0,0,2019-11-16 02:35:31+00:00,2019-11-16 02:37:17+00:00,245,0,0,0,b9467321,null,f72b,6342971b
35.513348,1816,true,true,315,70.40091,35.513348,1816,315,false,107,2019-11-16 02:42:33+00:00,0,0,0,0,0,0,2019-11-16 02:07:02+00:00,2019-11-16 02:37:18+00:00,315,0,0,0,b9163A20,null,b060,1b39206a
24.374813,878,true,true,910,99.94228,24.374813,878,910,false,131,2019-11-16 02:52:47+00:00,4,99,1,8,0,0,2019-11-16 02:22:59+00:00,2019-11-16 02:37:37+00:00,910,0,0,0,b902E9C7,null,b14b,972bc0e9
10.900266,854,true,true,1762,45.89924,10.900266,854,9,false,81,2019-11-16 03:07:51.063000+00:00,0,0,0,0,0,0,2019-11-16 02:24:14.063000+00:00,2019-11-16 02:38:29+00:00,1762,0,0,0,b930C868,null,f54b,6b0c9883
0.019447012,21,true,true,757,3.3337734,0.019447012,21,757,false,4,2019-11-16 02:51:40+00:00,0,0,0,0,0,0,2019-11-16 02:38:42+00:00,2019-11-16 02:39:03+00:00,757,0,0,0,b91ACB84,null,d87b,984abcb1
3.15453,394,true,true,21,28.754734,3.15453,394,13,false,57,2019-11-16 02:39:59.063000+00:00,0,0,0,0,0,0,2019-11-16 02:33:03.063000+00:00,2019-11-16 02:39:38+00:00,21,0,0,0,b902E7D2,null,b260,27e920db
0.03674809,25,true,true,389,5.100556,0.03674809,25,389,false,13,2019-11-16 02:46:25+00:00,0,0,0,0,0,0,2019-11-16 02:39:30.063000+00:00,2019-11-16 02:39:56+00:00,389,0,0,0,b902E90A,null,1bfb,90e209ba
0,7,true,true,26975,0,0,7,4,false,0,2019-11-16 10:09:42.062000+00:00,0,0,0,0,0,0,2019-11-16 02:39:59.063000+00:00,2019-11-16 02:40:07+00:00,26975,0,0,0,b902FF61,null,20b6,06bf129f
12.04223,1442,true,true,344,30.044296,12.04223,1442,344,false,76,2019-11-16 02:47:24+00:00,0,0,0,0,0,0,2019-11-16 02:17:37.063000+00:00,2019-11-16 02:41:40+00:00,344,0,0,0,b902E92D,null,6d17b,2de90b29
0.03612592,32,true,true,514,3.9485476,0.03612592,32,6,false,2,2019-11-16 02:50:26.063000+00:00,0,0,0,0,0,0,2019-11-16 02:41:19.063000+00:00,2019-11-16 02:41:52+00:00,514,0,0,0,b902E963,null,381b,69e3902b
2.2068298,414,true,true,264,19.14649,2.2068298,414,264,false,57,2019-11-16 02:46:19+00:00,0,0,0,0,0,0,2019-11-16 02:35:00.063000+00:00,2019-11-16 02:41:55+00:00,264,0,0,0,b902E8D0,null,68be,0e98d0b2
40.655434,2523,true,true,279,58.01013,40.655434,2523,154,false,92,2019-11-16 02:46:59.063000+00:00,0,0,0,0,0,0,2019-11-16 02:00:17+00:00,2019-11-16 02:42:20+00:00,279,0,0,0,b919AC16,null,1498b,961cab91
8.063377,998,true,true,1163,29.08633,8.063377,998,1163,false,74,2019-11-16 03:01:52+00:00,0,0,0,0,0,0,2019-11-16 02:25:51+00:00,2019-11-16 02:42:29+00:00,1163,0,0,0,b91C5161,null,b3dd,6b1151c9
76.21503,3236,true,true,17833,84.78804,76.21503,3236,5540,false,127,2019-11-16 07:40:01+00:00,11,1236,0,0,0,0,2019-11-16 01:48:52+00:00,2019-11-16 02:42:48+00:00,17833,0,0,0,b902FCAD,null,d2b0,0fdca29b
18.38902,1116,true,true,32159,59.319424,18.38902,1116,1,false,103,2019-11-16 11:39:06.063000+00:00,0,0,0,0,0,0,2019-11-16 02:24:31+00:00,2019-11-16 02:43:07+00:00,32159,0,0,0,b903016A,null,63cb1,6a1903b0
1.0704248,572,true,true,616,6.7369394,1.0704248,572,616,false,9,2019-11-16 02:53:31+00:00,0,0,0,0,0,0,2019-11-16 02:33:43+00:00,2019-11-16 02:43:15+00:00,616,0,0,0,b902E9EA,null,411bd,2ee9ba09
0.017811377,24,true,true,1168,2.6717064,0.017811377,24,0,false,0,2019-11-16 03:03:12.063000+00:00,0,0,0,0,0,0,2019-11-16 02:43:20.063000+00:00,2019-11-16 02:43:44.063000+00:00,1168,0,0,0,b902EB1A,null,a0db,0219abbe
6.79724,1135,true,true,411,21.542957,6.79724,1135,3,false,83,2019-11-16 02:50:42.063000+00:00,0,0,0,0,0,0,2019-11-16 02:24:55.127000+00:00,2019-11-16 02:43:51+00:00,411,0,0,0,b902E96C,null,efbb,e96902bc
12.201814,1115,true,true,208,39.36291,12.201814,1115,208,false,83,2019-11-16 02:47:27+00:00,0,0,0,0,0,0,2019-11-16 02:25:23.063000+00:00,2019-11-16 02:43:59+00:00,208,0,0,0,b91BB129,null,b64f,b99b112b
0.89073986,412,true,true,2266,7.781974,0.89073986,412,0,false,22,2019-11-16 03:22:41.127000+00:00,0,0,0,0,0,0,2019-11-16 02:38:03+00:00,2019-11-16 02:44:55.063000+00:00,2266,0,0,0,b9464AA6,null,35b5,6aa4964b
31.992136,1371,true,true,821,84.00561,31.992136,1371,821,false,122,2019-11-16 02:58:52+00:00,1,561,0,0,0,0,2019-11-16 02:22:20+00:00,2019-11-16 02:45:11+00:00,821,0,0,0,b902EAA7,null,351b1,abea9207
135.76907,5173,true,true,303,94.484566,135.76907,5173,6,false,114,2019-11-16 02:51:19.063000+00:00,0,0,0,0,0,0,2019-11-16 01:20:03+00:00,2019-11-16 02:46:16+00:00,303,0,0,0,b902E9BF,null,93b71,0e9b29fb
37.594074,2638,true,true,45296,51.303513,37.594074,2638,5,false,98,2019-11-16 15:21:20.062000+00:00,0,0,0,0,0,0,2019-11-16 02:02:26+00:00,2019-11-16 02:46:24+00:00,45296,0,0,0,b9031739,null,b1874,3907b139
16.967953,1365,true,true,5456,44.719948,16.967953,1365,7,false,77,2019-11-17 08:17:41.063000+00:00,0,0,0,0,0,0,2019-11-16 02:23:59.063000+00:00,2019-11-16 02:46:45+00:00,5456,0,0,0,b9115A80,null,8b46,105ba819
0.07089836,26,true,true,6444,9.816696,0.07089836,26,256,false,11,2019-11-16 04:34:15.063000+00:00,0,0,0,0,0,0,2019-11-16 02:46:25+00:00,2019-11-16 02:46:51+00:00,6444,0,0,0,b902F297,null,1bfb,907b2f92
6.995705,590,true,true,3276,42.617977,6.995705,590,20,false,74,2019-11-16 03:43:02.062000+00:00,0,0,0,0,0,0,2019-11-16 02:38:35.063000+00:00,2019-11-16 02:48:26+00:00,3276,0,0,0,b91AD2A1,null,d7b5,9a2ba11d
0.47028598,187,true,true,325,9.008495,0.47028598,187,5,false,35,2019-11-16 02:55:32.063000+00:00,0,0,0,0,0,0,2019-11-16 02:46:59.063000+00:00,2019-11-16 02:50:07+00:00,325,0,0,0,b919AC17,null,8b149,b719a9c1
